CRASH_UNIT_ID,CRASH_RECORD_ID,CRASH_DATE,UNIT_NO,UNIT_TYPE,NUM_PASSENGERS,VEHICLE_ID,CMRC_VEH_I,MAKE,MODEL,LIC_PLATE_STATE,VEHICLE_YEAR,VEHICLE_DEFECT,VEHICLE_TYPE,VEHICLE_USE,TRAVEL_DIRECTION,MANEUVER,TOWED_I,FIRE_I,OCCUPANT_CNT,EXCEED_SPEED_LIMIT_I,TOWED_BY,TOWED_TO,AREA_00_I,AREA_01_I,AREA_02_I,AREA_03_I,AREA_04_I,AREA_05_I,AREA_06_I,AREA_07_I,AREA_08_I,AREA_09_I,AREA_10_I,AREA_11_I,AREA_12_I,AREA_99_I,FIRST_CONTACT_POINT,CMV_ID,USDOT_NO,CCMC_NO,ILCC_NO,COMMERCIAL_SRC,GVWR,CARRIER_NAME,CARRIER_STATE,CARRIER_CITY,HAZMAT_PLACARDS_I,HAZMAT_NAME,UN_NO,HAZMAT_PRESENT_I,HAZMAT_REPORT_I,HAZMAT_REPORT_NO,MCS_REPORT_I,MCS_REPORT_NO,HAZMAT_VIO_CAUSE_CRASH_I,MCS_VIO_CAUSE_CRASH_I,IDOT_PERMIT_NO,WIDE_LOAD_I,TRAILER1_WIDTH,TRAILER2_WIDTH,TRAILER1_LENGTH,TRAILER2_LENGTH,TOTAL_VEHICLE_LENGTH,AXLE_CNT,VEHICLE_CONFIG,CARGO_BODY_TYPE,LOAD_TYPE,HAZMAT_OUT_OF_SERVICE_I,MCS_OUT_OF_SERVICE_I,HAZMAT_CLASS
2047956,f5dcfba8a97e286ae8abb289b10f0112fdb08725e8fde4021fdb0e25bdfeda006915390d8d506fc411cf3e92f28dead9c64eeb70099bbff7195bd3aa523ed68a,04/23/2025 04:00:00 PM,2,DRIVER,,1952097,,FORD,FUSION,IL,2014,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,Y,,,,Y,Y,Y,,,,Y,Y,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047957,f5dcfba8a97e286ae8abb289b10f0112fdb08725e8fde4021fdb0e25bdfeda006915390d8d506fc411cf3e92f28dead9c64eeb70099bbff7195bd3aa523ed68a,04/23/2025 04:00:00 PM,3,DRIVER,,1952107,,HONDA,CR-V,IL,2023,NONE,PASSENGER,PERSONAL,N,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045956,d949262a37e580b3a2f573ea18f8fbb70044f9d6a61d925ca77f0017a04944282f9d7b22da0314b69e1eb3f4c625e67212ff1b4ef077cc89ec12d934c783bb02,04/19/2025 09:38:00 PM,1,DRIVER,,1950151,,HONDA,ACCORD,IL,2009,OTHER,PASSENGER,UNKNOWN/NA,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045957,d949262a37e580b3a2f573ea18f8fbb70044f9d6a61d925ca77f0017a04944282f9d7b22da0314b69e1eb3f4c625e67212ff1b4ef077cc89ec12d934c783bb02,04/19/2025 09:38:00 PM,2,DRIVER,,1950154,,TOYOTA,CAMRY,IL,2019,UNKNOWN,PASSENGER,PERSONAL,E,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045197,5cde3659d70ad10941e11533140284b7008d6cd9c20d569d8827d8bc6c274019438a49b250d7556048f236b7112e3252888bb4f7d068b16ef6bd5c44a8491ea9,04/18/2025 05:30:00 PM,1,DRIVER,1,1949415,,TOYOTA,HIGHLANDER,IL,2009,NONE,PASSENGER,PERSONAL,S,PASSING/OVERTAKING,,,2,,,,,Y,Y,,,,,,,,,,,,REAR-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045198,5cde3659d70ad10941e11533140284b7008d6cd9c20d569d8827d8bc6c274019438a49b250d7556048f236b7112e3252888bb4f7d068b16ef6bd5c44a8491ea9,04/18/2025 05:30:00 PM,2,DRIVER,,1949425,,TOYOTA,RAV4,MI,2015,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,Y,Y,N,,,,,,REAR-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044505,77296313cc74981b92e9c57eb7c9e1e29a2c1407b64cf3e6259fd5eb833977b65a7acd2cf3a4a7cab700e230185e42ad090fc12f866a0b7fad6eb029efece0ea,04/17/2025 06:15:00 PM,1,DRIVER,,1948736,,BUICK,ENCORE,IL,2019,UNKNOWN,PASSENGER,PERSONAL,N,CHANGING LANES,,,1,,,,,Y,,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044506,77296313cc74981b92e9c57eb7c9e1e29a2c1407b64cf3e6259fd5eb833977b65a7acd2cf3a4a7cab700e230185e42ad090fc12f866a0b7fad6eb029efece0ea,04/17/2025 06:15:00 PM,2,DRIVER,,1948746,,TESLA,MODEL 3,IL,2024,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,Y,Y,Y,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044145,18b9934b414a66d44da268fedbde267b81ffb791daedb7003b67aad2d5418b8fd9ebbe8813b53685e509eedfb3f6a8d840e58c2ddd173b7c12ba2bb56ac98c28,04/16/2025 04:04:00 PM,1,DRIVER,,1948397,,CHEVROLET,VAN,IL,2013,UNKNOWN,VAN/MINI-VAN,UNKNOWN/NA,N,STRAIGHT AHEAD,,,1,,,,Y,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044146,18b9934b414a66d44da268fedbde267b81ffb791daedb7003b67aad2d5418b8fd9ebbe8813b53685e509eedfb3f6a8d840e58c2ddd173b7c12ba2bb56ac98c28,04/16/2025 04:04:00 PM,2,DRIVER,2,1948402,,TOYOTA,PRIUS,IL,2014,UNKNOWN,PASSENGER,TAXI/FOR HIRE,N,STRAIGHT AHEAD,,,3,,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040229,eb24adbaf9e72119059a5a383618223d7a06b998849233037fb30829ec9539749a971428953178273168631ba0b700c7c0c7681066f7c096b3d352b51dd6bf0a,04/11/2025 03:09:00 PM,1,DRIVER,,1944657,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040230,eb24adbaf9e72119059a5a383618223d7a06b998849233037fb30829ec9539749a971428953178273168631ba0b700c7c0c7681066f7c096b3d352b51dd6bf0a,04/11/2025 03:09:00 PM,2,DRIVER,,1944678,,HONDA,OTHER (EXPLAIN IN NARRATIVE),MI,,UNKNOWN,UNKNOWN/NA,PERSONAL,UNKNOWN,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039679,0906695e0bf6967422ac19feab242931f52580b2f8700f46f24a67684b90d21a913968081ad735b7003dffef779142f2c23a78b49069c406f388eb63e3ae674d,04/09/2025 08:00:00 AM,1,DRIVER,,1944097,,MAZDA,MAZDA3,IL,2007,UNKNOWN,PASSENGER,PERSONAL,UNKNOWN,CHANGING LANES,,,1,,,,,Y,Y,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039680,0906695e0bf6967422ac19feab242931f52580b2f8700f46f24a67684b90d21a913968081ad735b7003dffef779142f2c23a78b49069c406f388eb63e3ae674d,04/09/2025 08:00:00 AM,2,DRIVER,,1944107,,CHEVROLET,EQUINOX,IL,2017,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,UNKNOWN,STRAIGHT AHEAD,,,1,,,,,,,,,,,Y,Y,,,,,,REAR-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038410,5e9a6f60278eeb8d540abbe9a7bac60a083c54a3334cec4a3e5ee1287959b8f8aab32b2e5cfdc952392d2598778b7c47b44c62ffbeb700f74ff6258709c73e12,04/08/2025 03:24:00 PM,2,PARKED,,1942886,,LEXUS,RX,IL,2015,NONE,PASSENGER,PERSONAL,UNKNOWN,PARKED,,,0,,,,,Y,,,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038472,5e9a6f60278eeb8d540abbe9a7bac60a083c54a3334cec4a3e5ee1287959b8f8aab32b2e5cfdc952392d2598778b7c47b44c62ffbeb700f74ff6258709c73e12,04/08/2025 03:24:00 PM,1,DRIVER,1,1942925,,HYUNDAI,TUCSON,IL,2023,UNKNOWN,PASSENGER,PERSONAL,UNKNOWN,BACKING,,,2,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037779,ea4bdc9cbaf25b93b3c5606979ecab53330462dc36c4489702275be9e6d3d1081d96dc8665fd722bcb70061a64a49ec26759389d11efd82e0e30fc5a6772d08e,04/07/2025 03:48:00 PM,1,DRIVER,,1942263,,FORD,ESCAPE,IL,2023,UNKNOWN,PASSENGER,PERSONAL,E,MERGING,,,1,,,,,,Y,Y,Y,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037780,ea4bdc9cbaf25b93b3c5606979ecab53330462dc36c4489702275be9e6d3d1081d96dc8665fd722bcb70061a64a49ec26759389d11efd82e0e30fc5a6772d08e,04/07/2025 03:48:00 PM,2,DRIVER,1,1942272,,HYUNDAI,KONA,IL,2024,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,,,2,,,,,,,,,,,,,,,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034242,9d3fbc7150d52f9f78d0ae0cb1e817b6f74e07416833244a7c75415d03a5b7005536242a35b9c9f05aa2fbafb1873089f160151be5f9b387a78f0fb3f8fae38b,04/02/2025 10:35:00 AM,1,DRIVER,,1938848,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034243,9d3fbc7150d52f9f78d0ae0cb1e817b6f74e07416833244a7c75415d03a5b7005536242a35b9c9f05aa2fbafb1873089f160151be5f9b387a78f0fb3f8fae38b,04/02/2025 10:35:00 AM,2,PARKED,,1938852,,CHEVROLET,IMPALA,IL,2014,UNKNOWN,PASSENGER,PERSONAL,N,PARKED,,,0,,,,,Y,,,,,,Y,Y,,,,,,SIDE-LEFT-REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033813,852d3592ee99721d71e4db939a9d0e48e3c06c8185dcadadb818cff07c9c619b0e544d883eb700590b383fc61a25d3e4db7e337160f79c2b75fa86fbb3319a82,04/01/2025 03:10:00 PM,1,DRIVER,,1938448,,CHEVROLET,OTHER (EXPLAIN IN NARRATIVE),IL,2019,UNKNOWN,PICKUP,UNKNOWN/NA,E,TURNING LEFT,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033814,852d3592ee99721d71e4db939a9d0e48e3c06c8185dcadadb818cff07c9c619b0e544d883eb700590b383fc61a25d3e4db7e337160f79c2b75fa86fbb3319a82,04/01/2025 03:10:00 PM,2,DRIVER,,1938449,,LAND ROVER,OTHER (EXPLAIN IN NARRATIVE),IL,2020,UNKNOWN,PASSENGER,PERSONAL,E,TURNING LEFT,,,1,,,,,,Y,,,,,,,,,,,,SIDE-RIGHT-FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033697,9622bb3115fb7004d2b2f2a24396afda67bb2a99c8349829523f6b8e231a6c7c455ece8ff29936bda2b064fe86e7e08beabff3f45f6aaebcc48094b6cfa2cb8b,03/31/2025 02:45:00 PM,1,DRIVER,,1938336,,FORD,F150,IN,2019,NONE,PICKUP,PERSONAL,W,BACKING,,,1,,,,Y,,,,,,,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033698,9622bb3115fb7004d2b2f2a24396afda67bb2a99c8349829523f6b8e231a6c7c455ece8ff29936bda2b064fe86e7e08beabff3f45f6aaebcc48094b6cfa2cb8b,03/31/2025 02:45:00 PM,2,PARKED,,1938337,,TOYOTA,TACOMA,IL,2017,NONE,PICKUP,PERSONAL,W,PARKED,,,0,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030381,df529407b8f27b9f0c04507ac12dcad253960988cb7cfa24f37cd631319a52bff17df316b7858adec0e55e893ee7bc3afe8b800e97a48d3fb700771790b3f1d1,03/26/2025 07:40:00 PM,1,DRIVER,,1935161,,NISSAN,ALTIMA,IL,2023,UNKNOWN,PASSENGER,PERSONAL,N,PASSING/OVERTAKING,,,1,,,,,,,,,,,,,,,N,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030382,df529407b8f27b9f0c04507ac12dcad253960988cb7cfa24f37cd631319a52bff17df316b7858adec0e55e893ee7bc3afe8b800e97a48d3fb700771790b3f1d1,03/26/2025 07:40:00 PM,2,DRIVER,,1935177,,CHEVROLET,CAMARO,IL,2015,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,Y,Y,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030254,58a9adec7453a743c244e0ab36f92a06331772888565d01543dd4ab7008979bd2bb0762d423e11301d83f6198e2d75d3a3c68f0bdb76c4239a6be61d7e2a5df5,03/26/2025 03:30:00 PM,1,DRIVER,,1935028,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,N,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030255,58a9adec7453a743c244e0ab36f92a06331772888565d01543dd4ab7008979bd2bb0762d423e11301d83f6198e2d75d3a3c68f0bdb76c4239a6be61d7e2a5df5,03/26/2025 03:30:00 PM,2,PARKED,,1935033,,HONDA,ACCORD,IL,2014,UNKNOWN,PASSENGER,PERSONAL,N,PARKED,,,0,,,,,,,,,,,,,,,Y,Y,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029919,827ada48f4205c75daa160b700a4c6b5c99a01a9673f051852b062758f98a010d6afb2f427e19bc3b12f941d1cc7ae6803c98fc1c5d3864efabee06b40977a4a,03/25/2025 07:45:00 PM,1,DRIVER,,1934702,,NISSAN,SENTRA,IL,2017,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,Y,,1,,private tow,private,,Y,Y,,,,,,,,Y,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029920,827ada48f4205c75daa160b700a4c6b5c99a01a9673f051852b062758f98a010d6afb2f427e19bc3b12f941d1cc7ae6803c98fc1c5d3864efabee06b40977a4a,03/25/2025 07:45:00 PM,2,DRIVER,1,1934706,,HONDA,CR-V,IL,2015,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,2,,,,,,,,Y,Y,Y,Y,Y,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029878,04a58f1bb7003ec21614cd1e73429756af8eb4185bebb2951404f08d575b965b3c494b1ff1609f5b3c448aedbee4f9b01bb921ebe4bd8e2a767028c26d84863f,03/25/2025 06:50:00 PM,1,DRIVER,,1934662,,FORD,MUSTANG,IL,2011,UNKNOWN,PASSENGER,UNKNOWN/NA,N,UNKNOWN/NA,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029879,04a58f1bb7003ec21614cd1e73429756af8eb4185bebb2951404f08d575b965b3c494b1ff1609f5b3c448aedbee4f9b01bb921ebe4bd8e2a767028c26d84863f,03/25/2025 06:50:00 PM,2,DRIVER,,1934670,,HONDA,CR-V,IL,2010,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027324,f89e26e0ff0452988de1be308ce9ebcd33a6859c9365fad8b70057a230099bd458210c123f70ef3e77358c67db0a0e439c8e2c1dc0c08f91283759e879f63e7b,03/21/2025 03:30:00 PM,1,DRIVER,,1932217,,HONDA,CR-V,IL,2014,NONE,PASSENGER,PERSONAL,E,ENTERING TRAFFIC LANE FROM PARKING,,,1,,,,,,,,,,,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027325,f89e26e0ff0452988de1be308ce9ebcd33a6859c9365fad8b70057a230099bd458210c123f70ef3e77358c67db0a0e439c8e2c1dc0c08f91283759e879f63e7b,03/21/2025 03:30:00 PM,2,DRIVER,,1932227,,HYUNDAI,ELANTRA,IL,2017,NONE,PASSENGER,PERSONAL,W,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024745,dd0f7ba0e5332392217336612c5968c46d10dda931df5e17dab7008b8372a6310f2e4740888fabe8b6f66b3a54c96d3aaddb8e94f03b2a64767ab7de96528dd2,03/17/2025 05:52:00 PM,1,DRIVER,,1929738,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,OTHER,UNKNOWN/NA,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024746,dd0f7ba0e5332392217336612c5968c46d10dda931df5e17dab7008b8372a6310f2e4740888fabe8b6f66b3a54c96d3aaddb8e94f03b2a64767ab7de96528dd2,03/17/2025 05:52:00 PM,2,DRIVER,,1929741,,NISSAN,ALTIMA,IL,2015,NONE,PASSENGER,UNKNOWN/NA,W,STRAIGHT AHEAD,N,,1,,,,,,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023541,87a34384c0dfd753728e4ddbfbc39b32fc029db70ed17593da18f98e5b87263f18f54558a556cb36803b1a08fbcaf0046b7006a5f0eba6da97d9d3ab00aa656d,03/15/2025 11:30:00 PM,1,DRIVER,,1928572,,LINCOLN,NAVIGATOR,IL,2024,UNKNOWN,SPORT UTILITY VEHICLE (SUV),RIDESHARE SERVICE,N,STRAIGHT AHEAD,,,1,,,,,,,,Y,Y,,,,,,,,,REAR-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023542,87a34384c0dfd753728e4ddbfbc39b32fc029db70ed17593da18f98e5b87263f18f54558a556cb36803b1a08fbcaf0046b7006a5f0eba6da97d9d3ab00aa656d,03/15/2025 11:30:00 PM,2,PARKED,1,1928577,,KIA,OPTIMA / K5,IL,2011,NONE,PASSENGER,RIDESHARE SERVICE,N,PARKED,,,1,,,,,,,,,,,,,,,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022478,fef2af44cb7923a35845a732a43a68b5fc8140262b67c3abf89712433ef614bb70012d14e566685dbc5fc74e7af83ae2f978d631997b571144725abb887a3804,03/14/2025 12:30:00 PM,1,DRIVER,,1927561,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),XX,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022479,fef2af44cb7923a35845a732a43a68b5fc8140262b67c3abf89712433ef614bb70012d14e566685dbc5fc74e7af83ae2f978d631997b571144725abb887a3804,03/14/2025 12:30:00 PM,2,PARKED,,1927553,,MERCEDES-BENZ,GLK350,WI,2022,NONE,PASSENGER,PERSONAL,W,PARKED,,,0,,,,,,,,,,,,,,Y,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021189,1d54a3b0e7cd8aadc3832cb961e3350a45ebea14347f4ceaa6458a0fa8d5f85bba153fb1692e252d35bdef8e46ff752d6341e81051b707475b700de2241ee2c3,03/12/2025 07:00:00 AM,1,DRIVER,,1926313,,CHEVROLET,TAHOE,,,NONE,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021190,1d54a3b0e7cd8aadc3832cb961e3350a45ebea14347f4ceaa6458a0fa8d5f85bba153fb1692e252d35bdef8e46ff752d6341e81051b707475b700de2241ee2c3,03/12/2025 07:00:00 AM,2,PARKED,,1926315,,BMW,318I,IL,1994,UNKNOWN,PASSENGER,NOT IN USE,N,PARKED,,,0,,,,,Y,Y,Y,Y,Y,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020391,4f12c9bd37880c3764150b687a23580947c3c6b700051b3759d317f662424df6a378f88c7b4edbc18d007e2fd5bcb03e02d5c4ca3d74b20b225abdccbe60e984,03/11/2025 09:06:00 AM,1,DRIVER,,1925529,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,2008,NONE,TRUCK - SINGLE UNIT,COMMERCIAL - SINGLE UNIT,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020397,4f12c9bd37880c3764150b687a23580947c3c6b700051b3759d317f662424df6a378f88c7b4edbc18d007e2fd5bcb03e02d5c4ca3d74b20b225abdccbe60e984,03/11/2025 09:06:00 AM,2,NON-MOTOR VEHICLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021369,eb69f20ff77fa715c12a039d555480279d1901f31793b66ca140166b0c6307a7432a7ecb114211a79cb605692a45808bf9d11ced1770a53a8865b7004f7e0baa,03/10/2025 07:50:00 AM,1,DRIVER,,1926483,,FORD,EDGE,,2008,UNKNOWN,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,N,PASSING/OVERTAKING,,,1,,,,,,,,,,,,,,Y,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021370,eb69f20ff77fa715c12a039d555480279d1901f31793b66ca140166b0c6307a7432a7ecb114211a79cb605692a45808bf9d11ced1770a53a8865b7004f7e0baa,03/10/2025 07:50:00 AM,2,DRIVER,,1926484,,ACURA,TLX,IL,2016,UNKNOWN,PASSENGER,UNKNOWN/NA,N,PASSING/OVERTAKING,,,1,,,,,,Y,Y,Y,Y,,,,,N,N,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018999,cf34bc1fa29eb700c177b4e2d5c72d6034a6cd5a23feeb34d6d6a0e68868704045e282b1fecc4bb80f7a1849250deae59f15f8836e40392c99c91f9b423e4871,03/08/2025 09:30:00 PM,1,DRIVER,,1924204,,TOYOTA,HIGHLANDER,IL,2015,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,LEAVING TRAFFIC LANE TO PARK,,,1,,,,,,,,Y,,,,,,,,,,SIDE-RIGHT-REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019000,cf34bc1fa29eb700c177b4e2d5c72d6034a6cd5a23feeb34d6d6a0e68868704045e282b1fecc4bb80f7a1849250deae59f15f8836e40392c99c91f9b423e4871,03/08/2025 09:30:00 PM,2,DRIVER,,1924206,,LINCOLN,CORSAIR,IL,2023,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,OTHER,,,1,,,,,,,,,,,,,,,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022111,e427862f4319154837ed5e363f16874fbeb700697baa0068e6f420109b7a0807a7ed769bcb538b93e2d3dbfcc237deab5a77d8cf45b1d352afe158ca2433c06b,03/08/2025 08:00:00 PM,1,DRIVER,,1927204,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),XX,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022112,e427862f4319154837ed5e363f16874fbeb700697baa0068e6f420109b7a0807a7ed769bcb538b93e2d3dbfcc237deab5a77d8cf45b1d352afe158ca2433c06b,03/08/2025 08:00:00 PM,2,PARKED,,1927205,,BMW,M-3,IL,2010,UNKNOWN,PASSENGER,PERSONAL,E,PARKED,,,0,,,,,Y,Y,,,,,,,,,,Y,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018931,17e17077b6bfdf7e1c321b70019519d0c8dac881c7904df9eaa0201d212e4a057ceefebf519eff4d7770f43d32e0f9197f59322cb0759223c56609677b16924e,03/08/2025 05:25:00 PM,1,DRIVER,,1924137,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),XX,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018932,17e17077b6bfdf7e1c321b70019519d0c8dac881c7904df9eaa0201d212e4a057ceefebf519eff4d7770f43d32e0f9197f59322cb0759223c56609677b16924e,03/08/2025 05:25:00 PM,2,PARKED,,1924141,,CHEVROLET,TRAIL BLAZER,IL,2021,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,PARKED,,,0,,,,,,,,,,,Y,Y,Y,Y,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018573,ed918cc5bb638a0a6e73143363054e82fba350fe40966ab4df7178b2c429c78ae8df612728f70ba4f4dd6254851695e9578861b499f3b73ceb5662ab700f10e3,03/08/2025 10:25:00 AM,1,DRIVER,,1923788,,TOYOTA,COROLLA,IL,2010,NONE,PASSENGER,PERSONAL,SW,OTHER,,,1,,,,,,,,,,,,,,Y,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018574,ed918cc5bb638a0a6e73143363054e82fba350fe40966ab4df7178b2c429c78ae8df612728f70ba4f4dd6254851695e9578861b499f3b73ceb5662ab700f10e3,03/08/2025 10:25:00 AM,2,DRIVER,,1923793,,CHEVROLET,AVALANCHE,IL,2010,NONE,PICKUP,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,Y,Y,Y,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
